student_id,school_id,school_name,classroom_id,grade_level,gender,baseline_reading_score,attendance_rate
1085,1,School_01,01C4,4,M,44.77,0.7
1086,1,School_01,01C4,4,F,48.81,0.73
1087,1,School_01,01C4,4,M,42.45,0.79
1088,1,School_01,01C4,4,M,51.83,0.94
1089,1,School_01,01C4,4,M,40.65,0.67
1090,1,School_01,01C4,4,M,35.49,0.71
1091,1,School_01,01C4,4,F,18.17,0.9
1092,1,School_01,01C4,4,M,12.57,0.8
1093,1,School_01,01C4,4,F,57.7,0.73
1094,1,School_01,01C4,4,M,23.4,0.78
1095,1,School_01,01C4,4,F,62.66,0.65
1096,1,School_01,01C4,4,F,36.01,0.73
1097,1,School_01,01C4,4,M,31.66,0.69
1098,1,School_01,01C4,4,F,11.16,0.92
1099,1,School_01,01C4,4,F,33.88,0.91
1100,1,School_01,01C4,4,M,42.45,0.73
1101,1,School_01,01C4,4,F,82.79,0.71
1102,1,School_01,01C4,4,F,31.48,0.79
1103,1,School_01,01C4,4,M,48.0,0.69
1104,1,School_01,01C4,4,F,47.82,0.89
1105,1,School_01,01C4,4,F,5.17,0.89
1106,1,School_01,01C4,4,F,53.52,0.68
1107,1,School_01,01C4,4,M,69.21,0.67
1108,1,School_01,01C5,4,M,41.98,0.82
1109,1,School_01,01C5,4,F,18.84,0.86
1110,1,School_01,01C5,4,F,5.19,0.61
1111,1,School_01,01C5,4,M,42.29,0.84
1112,1,School_01,01C5,4,M,29.13,0.66
1113,1,School_01,01C5,4,M,14.02,0.63
1114,1,School_01,01C5,4,M,38.14,0.83
1115,1,School_01,01C5,4,M,50.42,0.83
1116,1,School_01,01C5,4,M,89.9,0.81
1117,1,School_01,01C5,4,M,46.73,0.66
1118,1,School_01,01C5,4,F,33.14,0.61
1119,1,School_01,01C5,4,F,58.98,0.72
1120,1,School_01,01C5,4,F,57.0,0.75
1121,1,School_01,01C5,4,M,38.51,0.61
1122,1,School_01,01C5,4,M,55.49,0.78
1123,1,School_01,01C5,4,M,83.67,0.82
1124,1,School_01,01C5,4,F,53.28,0.82
1125,1,School_01,01C5,4,M,51.88,0.88
1126,1,School_01,01C5,4,F,63.52,0.74
1127,1,School_01,01C5,4,F,49.54,0.89
1128,1,School_01,01C5,4,F,39.58,0.74
1129,1,School_01,01C5,4,M,22.1,0.7
1130,1,School_01,01C5,4,F,56.83,0.64
1131,1,School_01,01C5,4,F,47.21,0.72
1132,1,School_01,01C5,4,F,36.4,0.71
1133,1,School_01,01C5,4,F,22.5,0.69
1134,1,School_01,01C5,4,M,70.64,0.64
1135,1,School_01,01C5,4,M,55.59,0.61
1136,1,School_01,01C5,4,M,41.32,0.88
1137,2,School_02,02C1,4,F,78.57,0.8
1138,2,School_02,02C1,4,M,7.51,0.74
1139,2,School_02,02C1,4,F,54.84,0.9
1140,2,School_02,02C1,4,F,14.45,0.9
1141,2,School_02,02C1,4,M,67.89,0.68
1142,2,School_02,02C1,4,F,62.16,0.92
1143,2,School_02,02C1,4,F,0.0,0.7
1144,2,School_02,02C1,4,M,43.47,0.74
1145,2,School_02,02C1,4,F,52.84,0.84
1146,2,School_02,02C1,4,F,42.51,0.8
1147,2,School_02,02C1,4,M,67.47,0.67
1148,2,School_02,02C1,4,M,87.86,0.88
1149,2,School_02,02C1,4,M,81.27,0.94
1150,2,School_02,02C1,4,M,53.09,0.87
1151,2,School_02,02C1,4,F,46.11,0.75
1152,2,School_02,02C1,4,F,46.2,0.63
1153,2,School_02,02C1,4,F,13.37,0.8
1154,2,School_02,02C1,4,M,46.58,0.73
1155,2,School_02,02C2,4,M,31.72,0.63
1156,2,School_02,02C2,4,M,72.2,0.73
1157,2,School_02,02C2,4,M,62.15,0.64
1158,2,School_02,02C2,4,M,41.8,0.69
1159,2,School_02,02C2,4,F,31.35,0.64
1160,2,School_02,02C2,4,M,44.04,0.89
1161,2,School_02,02C2,4,M,55.39,0.94
1162,2,School_02,02C2,4,M,75.65,0.77
1163,2,School_02,02C2,4,M,38.14,0.94
1164,2,School_02,02C2,4,F,54.15,0.94
1165,2,School_02,02C2,4,M,49.48,0.63
1166,2,School_02,02C2,4,M,45.25,0.84
1167,2,School_02,02C2,4,M,90.52,0.84
1168,2,School_02,02C2,4,M,53.12,0.95
1169,2,School_02,02C2,4,F,62.45,0.62
1170,2,School_02,02C2,4,F,48.67,0.94
1171,2,School_02,02C2,4,F,42.78,0.82
1172,2,School_02,02C2,4,F,64.53,0.66
1173,2,School_02,02C2,4,F,2.52,0.8
1174,2,School_02,02C2,4,F,34.48,0.73
1175,2,School_02,02C2,4,F,6.75,0.88
1176,2,School_02,02C2,4,F,52.25,0.69
1177,2,School_02,02C2,4,M,18.6,0.93
1178,2,School_02,02C2,4,F,81.63,0.79
1179,2,School_02,02C2,4,M,43.53,0.88
1180,2,School_02,02C2,4,F,39.36,0.94
1181,2,School_02,02C2,4,M,10.74,0.94
1182,2,School_02,02C2,4,M,72.08,0.8
1183,2,School_02,02C2,4,M,0.0,0.7
1184,2,School_02,02C2,4,F,26.97,0.63
1185,2,School_02,02C2,4,F,45.1,0.87
1186,2,School_02,02C2,4,M,45.94,0.86
1187,2,School_02,02C2,4,M,38.74,0.65
1188,2,School_02,02C2,4,M,13.02,0.7
1189,2,School_02,02C3,4,F,51.72,0.62
1190,2,School_02,02C3,4,M,54.89,0.64
1191,2,School_02,02C3,4,F,0.0,0.89
1192,2,School_02,02C3,4,F,39.63,0.9
1193,2,School_02,02C3,4,F,53.27,0.77
1194,2,School_02,02C3,4,M,71.84,0.86
1195,2,School_02,02C3,4,M,67.99,0.92
1196,2,School_02,02C3,4,F,55.5,0.61
1197,2,School_02,02C3,4,F,77.21,0.79
1198,2,School_02,02C3,4,M,70.48,0.92
1199,2,School_02,02C3,4,F,4.42,0.92
1200,2,School_02,02C3,4,F,84.23,0.82
1201,2,School_02,02C3,4,M,64.37,0.76
1202,2,School_02,02C3,4,M,57.91,0.77
1203,2,School_02,02C3,4,F,14.54,0.67
1204,2,School_02,02C3,4,M,69.12,0.68
1205,2,School_02,02C3,4,M,1.5,0.8
1206,2,School_02,02C3,4,M,85.64,0.65
1207,2,School_02,02C4,4,F,34.72,0.91
1208,2,School_02,02C4,4,M,23.82,0.78
1209,2,School_02,02C4,4,F,36.07,0.61
1210,2,School_02,02C4,4,M,35.49,0.72
1211,2,School_02,02C4,4,F,42.86,0.67
1212,2,School_02,02C4,4,F,24.3,0.65
1213,2,School_02,02C4,4,F,42.96,0.88
1214,2,School_02,02C4,4,M,45.84,0.84
1215,2,School_02,02C4,4,F,42.75,0.88
1216,2,School_02,02C4,4,M,40.58,0.81
1217,2,School_02,02C4,4,F,34.05,0.77
1218,2,School_02,02C4,4,F,20.44,0.87
1219,2,School_02,02C4,4,F,77.9,0.61
1220,2,School_02,02C4,4,F,40.02,0.65
1221,2,School_02,02C4,4,M,45.57,0.79
1222,2,School_02,02C4,4,M,64.37,0.9
1223,2,School_02,02C4,4,F,12.87,0.69
1224,2,School_02,02C4,4,M,49.07,0.66
1225,2,School_02,02C4,4,M,23.77,0.71
1226,2,School_02,02C4,4,F,31.91,0.68
1227,2,School_02,02C4,4,M,78.74,0.88
1228,2,School_02,02C4,4,M,62.63,0.77
1229,2,School_02,02C5,4,M,53.03,0.81
1230,2,School_02,02C5,4,F,77.94,0.64
1231,2,School_02,02C5,4,M,59.23,0.81
1232,2,School_02,02C5,4,M,39.21,0.72
1233,2,School_02,02C5,4,M,54.93,0.6
1234,2,School_02,02C5,4,M,41.11,0.65
1235,2,School_02,02C5,4,M,68.78,0.63
1236,2,School_02,02C5,4,F,44.17,0.66
1237,2,School_02,02C5,4,M,60.95,0.6
1238,2,School_02,02C5,4,F,47.9,0.69
1239,2,School_02,02C5,4,F,61.32,0.85
1240,2,School_02,02C5,4,M,56.34,0.8
1241,2,School_02,02C5,4,M,36.38,0.94
1242,2,School_02,02C5,4,F,54.89,0.75
1243,2,School_02,02C5,4,M,49.32,0.85
1244,2,School_02,02C5,4,F,79.18,0.7
1245,2,School_02,02C5,4,M,60.29,0.71
1246,2,School_02,02C5,4,M,45.22,0.62
1247,3,School_03,03C1,4,F,32.96,0.84
1248,3,School_03,03C1,4,M,60.21,0.64
1249,3,School_03,03C1,4,M,0.0,0.72
1250,3,School_03,03C1,4,M,29.06,0.9
1251,3,School_03,03C1,4,F,48.39,0.66
1252,3,School_03,03C1,4,M,46.79,0.92
1253,3,School_03,03C1,4,F,68.36,0.65
1254,3,School_03,03C1,4,M,50.09,0.86
1255,3,School_03,03C1,4,F,38.63,0.89
1256,3,School_03,03C1,4,M,38.62,0.82
1257,3,School_03,03C1,4,F,62.42,0.74
1258,3,School_03,03C1,4,F,38.48,0.76
1259,3,School_03,03C1,4,F,31.47,0.71
1260,3,School_03,03C1,4,M,0.39,0.75
1261,3,School_03,03C1,4,M,51.54,0.73
1262,3,School_03,03C1,4,F,40.62,0.62
1263,3,School_03,03C1,4,F,27.3,0.93
1264,3,School_03,03C1,4,M,50.74,0.86
1265,3,School_03,03C1,4,F,51.77,0.82
1266,3,School_03,03C1,4,F,36.69,0.86
1267,3,School_03,03C1,4,M,35.25,0.71
1268,3,School_03,03C1,4,M,53.08,0.87
1269,3,School_03,03C1,4,M,46.43,0.87
1270,3,School_03,03C1,4,M,35.45,0.86
1271,3,School_03,03C1,4,F,70.74,0.65
1272,3,School_03,03C1,4,M,36.11,0.74
1273,3,School_03,03C1,4,M,62.39,0.84
1274,3,School_03,03C1,4,F,72.11,0.85
1275,3,School_03,03C1,4,M,23.83,0.92
1276,3,School_03,03C1,4,F,34.74,0.68
1277,3,School_03,03C1,4,M,58.09,0.65
1278,3,School_03,03C1,4,M,43.89,0.65
1279,3,School_03,03C2,4,M,62.36,0.81
1280,3,School_03,03C2,4,F,26.27,0.8
1281,3,School_03,03C2,4,F,69.1,0.73
1282,3,School_03,03C2,4,M,58.45,0.75
1283,3,School_03,03C2,4,M,32.45,0.67
1284,3,School_03,03C2,4,M,35.09,0.92
1285,3,School_03,03C2,4,M,23.91,0.81
1286,3,School_03,03C2,4,M,30.41,0.62
1287,3,School_03,03C2,4,M,57.32,0.81
1288,3,School_03,03C2,4,M,32.39,0.74
1289,3,School_03,03C2,4,M,13.89,0.92
1290,3,School_03,03C2,4,F,0.0,0.68
1291,3,School_03,03C2,4,F,41.18,0.8
1292,3,School_03,03C2,4,F,51.26,0.75
1293,3,School_03,03C2,4,F,65.78,0.7
1294,3,School_03,03C2,4,F,31.04,0.6
1295,3,School_03,03C2,4,M,53.91,0.76
1296,3,School_03,03C2,4,F,45.28,0.75
1297,3,School_03,03C2,4,F,18.21,0.7
1298,3,School_03,03C2,4,F,47.98,0.62
1299,3,School_03,03C2,4,M,71.99,0.72
1300,3,School_03,03C2,4,F,38.41,0.67
1301,3,School_03,03C2,4,M,66.72,0.81
1302,3,School_03,03C2,4,M,37.11,0.87
1303,3,School_03,03C2,4,M,93.6,0.77
1304,3,School_03,03C2,4,F,83.99,0.8
1305,3,School_03,03C2,4,M,39.03,0.63
1306,3,School_03,03C2,4,M,30.68,0.73
1307,3,School_03,03C2,4,F,46.27,0.88
1308,3,School_03,03C2,4,M,64.03,0.65
1309,3,School_03,03C2,4,F,39.86,0.79
1310,3,School_03,03C2,4,M,65.49,0.68
1311,3,School_03,03C3,4,F,61.25,0.91
1312,3,School_03,03C3,4,F,7.39,0.68
1313,3,School_03,03C3,4,F,70.0,0.94
1314,3,School_03,03C3,4,F,53.41,0.83
1315,3,School_03,03C3,4,M,11.13,0.63
1316,3,School_03,03C3,4,F,26.99,0.63
1317,3,School_03,03C3,4,M,51.61,0.85
1318,3,School_03,03C3,4,M,62.4,0.89
1319,3,School_03,03C3,4,F,65.1,0.73
1320,3,School_03,03C3,4,M,34.85,0.69
1321,3,School_03,03C3,4,M,68.7,0.73
1322,3,School_03,03C3,4,M,31.6,0.7
1323,3,School_03,03C3,4,F,48.33,0.94
1324,3,School_03,03C3,4,M,25.48,0.88
1325,3,School_03,03C3,4,M,90.57,0.86
1326,3,School_03,03C3,4,F,0.0,0.82
1327,3,School_03,03C3,4,M,57.35,0.75
1328,3,School_03,03C3,4,F,21.0,0.78
1329,3,School_03,03C3,4,M,67.06,0.89
1330,3,School_03,03C3,4,F,68.03,0.64
1331,3,School_03,03C3,4,F,29.81,0.74
1332,3,School_03,03C3,4,F,44.93,0.89
1333,3,School_03,03C4,4,F,50.12,0.81
1334,3,School_03,03C4,4,M,64.65,0.77
1335,3,School_03,03C4,4,F,41.84,0.73
1336,3,School_03,03C4,4,F,61.13,0.75
1337,3,School_03,03C4,4,F,55.35,0.63
1338,3,School_03,03C4,4,F,30.49,0.87
1339,3,School_03,03C4,4,M,14.52,0.72
1340,3,School_03,03C4,4,M,29.03,0.85
1341,3,School_03,03C4,4,F,26.01,0.83
1342,3,School_03,03C4,4,F,97.65,0.65
1343,3,School_03,03C4,4,F,57.15,0.62
1344,3,School_03,03C4,4,F,14.62,0.93
1345,3,School_03,03C4,4,M,67.99,0.64
1346,3,School_03,03C4,4,M,30.94,0.72
1347,3,School_03,03C4,4,M,84.5,0.75
1348,3,School_03,03C4,4,M,44.05,0.63
1349,3,School_03,03C4,4,F,57.65,0.7
1350,3,School_03,03C4,4,F,64.45,0.64
1351,3,School_03,03C4,4,M,18.61,0.79
1352,3,School_03,03C4,4,F,40.48,0.87
1353,3,School_03,03C4,4,M,56.2,0.84
1354,3,School_03,03C4,4,F,66.62,0.94
1355,3,School_03,03C4,4,F,14.47,0.95
1356,3,School_03,03C4,4,M,43.84,0.83
1357,3,School_03,03C5,4,F,61.37,0.61
1358,3,School_03,03C5,4,M,47.68,0.86
1359,3,School_03,03C5,4,M,44.21,0.9
1360,3,School_03,03C5,4,M,58.63,0.76
1361,3,School_03,03C5,4,M,16.9,0.64
1362,3,School_03,03C5,4,F,55.02,0.91
1363,3,School_03,03C5,4,M,70.12,0.62
1364,3,School_03,03C5,4,M,27.11,0.88
1365,3,School_03,03C5,4,F,31.99,0.82
1366,3,School_03,03C5,4,F,65.87,0.75
1367,3,School_03,03C5,4,F,46.65,0.93
1368,3,School_03,03C5,4,M,66.31,0.62
1369,3,School_03,03C5,4,F,69.46,0.74
1370,3,School_03,03C5,4,M,31.33,0.77
1371,3,School_03,03C5,4,F,36.09,0.75
1372,3,School_03,03C5,4,M,74.07,0.86
1373,3,School_03,03C5,4,M,38.99,0.7
1374,3,School_03,03C5,4,F,28.9,0.85
1375,3,School_03,03C5,4,M,44.31,0.73
1376,3,School_03,03C5,4,F,49.68,0.64
1377,3,School_03,03C5,4,M,41.69,0.91
1378,3,School_03,03C5,4,F,28.49,0.81
1379,3,School_03,03C5,4,F,22.55,0.95
1380,3,School_03,03C5,4,M,52.65,0.74
1381,4,School_04,04C1,4,M,36.68,0.94
1382,4,School_04,04C1,4,F,42.92,0.72
1383,4,School_04,04C1,4,M,20.02,0.78
1384,4,School_04,04C1,4,F,56.43,0.95
1385,4,School_04,04C1,4,M,47.17,0.77
1386,4,School_04,04C1,4,M,10.82,0.65
1387,4,School_04,04C1,4,F,89.71,0.86
1388,4,School_04,04C1,4,M,31.68,0.81
1389,4,School_04,04C1,4,F,42.34,0.74
1390,4,School_04,04C1,4,M,67.51,0.65
1391,4,School_04,04C1,4,M,43.62,0.93
1392,4,School_04,04C1,4,M,41.25,0.63
1393,4,School_04,04C1,4,F,40.29,0.79
1394,4,School_04,04C1,4,M,47.04,0.68
1395,4,School_04,04C1,4,M,63.15,0.8
1396,4,School_04,04C1,4,F,45.72,0.84
1397,4,School_04,04C1,4,M,53.19,0.78
1398,4,School_04,04C1,4,F,57.76,0.83
1399,4,School_04,04C1,4,M,39.68,0.72
1400,4,School_04,04C1,4,M,39.63,0.84
1401,4,School_04,04C1,4,F,51.36,0.67
1402,4,School_04,04C1,4,M,32.41,0.91
1403,4,School_04,04C1,4,F,65.8,0.6
1404,4,School_04,04C1,4,F,43.1,0.72
1405,4,School_04,04C1,4,F,76.35,0.69
1406,4,School_04,04C1,4,F,51.86,0.7
1407,4,School_04,04C1,4,F,58.05,0.64
1408,4,School_04,04C1,4,F,7.15,0.82
1409,4,School_04,04C1,4,F,40.58,0.7
1410,4,School_04,04C1,4,M,48.79,0.79
1411,4,School_04,04C1,4,F,37.98,0.66
1412,4,School_04,04C1,4,M,67.15,0.64
1413,4,School_04,04C1,4,F,55.37,0.93
1414,4,School_04,04C2,4,F,32.51,0.62
1415,4,School_04,04C2,4,F,31.09,0.63
1416,4,School_04,04C2,4,F,44.17,0.91
1417,4,School_04,04C2,4,F,33.27,0.83
1418,4,School_04,04C2,4,F,83.22,0.87
1419,4,School_04,04C2,4,M,67.73,0.69
1420,4,School_04,04C2,4,M,35.86,0.76
1421,4,School_04,04C2,4,F,58.57,0.64
1422,4,School_04,04C2,4,M,44.04,0.66
1423,4,School_04,04C2,4,M,34.15,0.89
1424,4,School_04,04C2,4,M,62.54,0.84
1425,4,School_04,04C2,4,F,53.62,0.9
1426,4,School_04,04C2,4,F,49.87,0.74
1427,4,School_04,04C2,4,M,8.06,0.71
1428,4,School_04,04C2,4,F,33.67,0.68
1429,4,School_04,04C2,4,M,52.08,0.85
1430,4,School_04,04C2,4,F,39.24,0.9
1431,4,School_04,04C2,4,F,20.68,0.67
1432,4,School_04,04C2,4,M,48.08,0.87
1433,4,School_04,04C2,4,M,77.53,0.61
1434,4,School_04,04C2,4,M,0.0,0.65
1435,4,School_04,04C2,4,M,41.77,0.6
1436,4,School_04,04C2,4,M,18.17,0.64
1437,4,School_04,04C2,4,F,52.31,0.68
1438,4,School_04,04C2,4,F,13.41,0.62
1439,4,School_04,04C2,4,F,62.81,0.75
1440,4,School_04,04C2,4,F,10.64,0.76
1441,4,School_04,04C2,4,F,84.26,0.74
1442,4,School_04,04C2,4,M,37.3,0.81
1443,4,School_04,04C2,4,F,69.3,0.93
1444,4,School_04,04C2,4,M,59.84,0.61
1445,4,School_04,04C3,4,F,38.53,0.77
1446,4,School_04,04C3,4,F,45.95,0.85
1447,4,School_04,04C3,4,F,46.25,0.91
1448,4,School_04,04C3,4,F,29.39,0.61
1449,4,School_04,04C3,4,F,17.29,0.94
1450,4,School_04,04C3,4,F,22.85,0.84
1451,4,School_04,04C3,4,F,52.04,0.64
1452,4,School_04,04C3,4,M,47.66,0.61
1453,4,School_04,04C3,4,F,74.52,0.7
1454,4,School_04,04C3,4,F,75.47,0.9
1455,4,School_04,04C3,4,F,70.3,0.81
1456,4,School_04,04C3,4,M,56.19,0.63
1457,4,School_04,04C3,4,F,88.12,0.87
1458,4,School_04,04C3,4,M,68.44,0.83
1459,4,School_04,04C3,4,M,40.56,0.85
1460,4,School_04,04C3,4,F,20.71,0.69
1461,4,School_04,04C3,4,M,92.37,0.72
1462,4,School_04,04C3,4,F,36.52,0.72
1463,4,School_04,04C3,4,F,41.28,0.62
1464,4,School_04,04C3,4,F,65.86,0.79
1465,4,School_04,04C3,4,F,18.78,0.79
1466,4,School_04,04C3,4,M,68.97,0.83
1467,4,School_04,04C3,4,F,17.61,0.75
1468,4,School_04,04C3,4,M,35.52,0.69
1469,4,School_04,04C3,4,F,67.63,0.82
1470,4,School_04,04C3,4,F,39.51,0.73
1471,4,School_04,04C3,4,F,100.0,0.78
1472,4,School_04,04C3,4,M,51.95,0.75
1473,4,School_04,04C3,4,M,76.37,0.81
1474,4,School_04,04C3,4,F,14.13,0.75
1475,4,School_04,04C3,4,F,19.46,0.76
1476,4,School_04,04C3,4,M,14.02,0.86
1477,4,School_04,04C3,4,M,35.47,0.81
1478,4,School_04,04C4,4,F,72.77,0.73
1479,4,School_04,04C4,4,F,51.48,0.77
1480,4,School_04,04C4,4,F,39.17,0.63
1481,4,School_04,04C4,4,M,60.43,0.73
1482,4,School_04,04C4,4,F,0.0,0.63
1483,4,School_04,04C4,4,M,52.49,0.69
1484,4,School_04,04C4,4,M,43.26,0.6
1485,4,School_04,04C4,4,M,35.65,0.94
1486,4,School_04,04C4,4,M,51.93,0.68
1487,4,School_04,04C4,4,F,3.1,0.89
1488,4,School_04,04C4,4,M,50.08,0.76
1489,4,School_04,04C4,4,F,75.02,0.66
1490,4,School_04,04C4,4,F,62.0,0.73
1491,4,School_04,04C4,4,M,61.94,0.77
1492,4,School_04,04C4,4,M,69.45,0.85
1493,4,School_04,04C4,4,F,65.61,0.67
1494,4,School_04,04C4,4,M,49.78,0.61
1495,4,School_04,04C4,4,F,45.97,0.93
1496,4,School_04,04C4,4,M,31.25,0.82
1497,4,School_04,04C4,4,M,59.65,0.71
1498,4,School_04,04C4,4,M,43.39,0.8
1499,4,School_04,04C4,4,F,47.79,0.9
1500,4,School_04,04C4,4,M,54.05,0.69
1501,4,School_04,04C4,4,M,86.77,0.65
1502,4,School_04,04C5,4,F,42.21,0.85
1503,4,School_04,04C5,4,F,30.35,0.67
1504,4,School_04,04C5,4,M,55.11,0.84
1505,4,School_04,04C5,4,F,61.1,0.94
1506,4,School_04,04C5,4,M,20.62,0.84
1507,4,School_04,04C5,4,F,58.37,0.9
1508,4,School_04,04C5,4,M,34.66,0.61
1509,4,School_04,04C5,4,F,57.36,0.89
1510,4,School_04,04C5,4,F,47.82,0.83
1511,4,School_04,04C5,4,F,25.2,0.81
1512,4,School_04,04C5,4,M,36.2,0.94
1513,4,School_04,04C5,4,M,39.76,0.64
1514,4,School_04,04C5,4,F,34.85,0.74
1515,4,School_04,04C5,4,F,42.77,0.92
1516,4,School_04,04C5,4,M,60.36,0.88
1517,4,School_04,04C5,4,M,38.61,0.7
1518,4,School_04,04C5,4,M,63.96,0.6
1519,4,School_04,04C5,4,M,71.76,0.8
1520,4,School_04,04C5,4,M,76.73,0.74
1521,4,School_04,04C5,4,M,66.27,0.76
1522,4,School_04,04C5,4,F,89.92,0.63
1523,4,School_04,04C5,4,M,54.02,0.87
1524,4,School_04,04C5,4,M,24.02,0.73
1525,4,School_04,04C5,4,F,12.39,0.77
1526,4,School_04,04C5,4,M,48.42,0.87
1527,4,School_04,04C5,4,F,62.1,0.78
1528,4,School_04,04C5,4,M,64.59,0.67
1529,5,School_05,05C1,4,M,21.27,0.67
1530,5,School_05,05C1,4,M,75.61,0.72
1531,5,School_05,05C1,4,F,52.81,0.78
1532,5,School_05,05C1,4,F,22.8,0.71
1533,5,School_05,05C1,4,M,94.12,0.63
1534,5,School_05,05C1,4,F,64.58,0.85
1535,5,School_05,05C1,4,M,23.83,0.9
1536,5,School_05,05C1,4,M,46.26,0.78
1537,5,School_05,05C1,4,M,63.98,0.66
1538,5,School_05,05C1,4,F,31.76,0.94
1539,5,School_05,05C1,4,F,54.54,0.64
1540,5,School_05,05C1,4,M,0.0,0.81
1541,5,School_05,05C1,4,F,95.92,0.88
1542,5,School_05,05C1,4,M,53.26,0.81
1543,5,School_05,05C1,4,F,59.79,0.87
1544,5,School_05,05C1,4,M,39.93,0.68
1545,5,School_05,05C1,4,M,66.4,0.9
1546,5,School_05,05C1,4,M,26.74,0.83
1547,5,School_05,05C1,4,F,33.64,0.75
1548,5,School_05,05C1,4,M,53.64,0.66
1549,5,School_05,05C1,4,M,43.39,0.79
1550,5,School_05,05C1,4,F,66.87,0.61
1551,5,School_05,05C1,4,M,30.99,0.82
1552,5,School_05,05C1,4,M,32.14,0.74
1553,5,School_05,05C1,4,M,58.34,0.84
1554,5,School_05,05C1,4,F,14.01,0.75
1555,5,School_05,05C1,4,M,65.85,0.81
1556,5,School_05,05C1,4,F,34.6,0.8
